loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,1,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,title,zip_code,addr_state,dti,open_acc,revol_bal,revol_util,total_acc,application_type,tot_cur_bal,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
23900,23900, 60 months,25.49%,708.38,E,E4,Account Specialist ,10+ years,RENT,68000,Not Verified,Issued,debt_consolidation,Debt consolidation,105xx,NY,16.2,13,4492,31.90%,38,INDIVIDUAL,18778,4,1707,0,38175,18778,7700,24075
30000,30000, 36 months,11.44%,988.43,B,B4,account specialist ,10+ years,MORTGAGE,177709,Verified,Issued,credit_card,Credit card refinancing,441xx,OH,30.66,46,135693,50.30%,82,INDIVIDUAL,859225,11,19094,0,1000152,527320,65000,380852
10000,10000, 36 months,6.99%,308.73,A,A2,Account specialist ,6 years,RENT,125000,Source Verified,Issued,credit_card,Credit card refinancing,075xx,NJ,16.17,11,18816,25.30%,26,INDIVIDUAL,60313,0,7539,0,117512,60313,73300,0
13000,13000, 36 months,18.99%,476.47,D,D3,Account Specialist ,2 years,RENT,18450,Verified,Issued,debt_consolidation,Debt consolidation,973xx,OR,46.58,8,10185,65.70%,11,JOINT,17521,1,2503,0,32545,17521,7200,17045
10000,10000, 36 months,12.74%,335.69,C,C1,Account supervisor,10+ years,MORTGAGE,60000,Not Verified,Issued,credit_card,Credit card refinancing,945xx,CA,8.22,6,16400,90.60%,19,INDIVIDUAL,327016,1,54503,0,341100,16400,11000,0
15000,15000, 36 months,16.99%,534.72,D,D1,Account Supervisor,2 years,RENT,62000,Source Verified,Issued,debt_consolidation,Debt consolidation,926xx,CA,16.28,7,13069,77.30%,8,INDIVIDUAL,32559,5,4651,0,41820,32559,8400,24920
15000,15000, 36 months,13.49%,508.96,C,C2,Account Supervisor,8 years,OWN,92901,Source Verified,Issued,other,Other,275xx,NC,15.46,9,24006,69.20%,15,INDIVIDUAL,38080,1,4760,0,59700,38080,18000,25000
16000,16000, 60 months,15.99%,389.01,C,C5,Account Supervisor,2 years,RENT,75000,Not Verified,Issued,credit_card,Credit card refinancing,115xx,NY,17.07,7,10404,75.40%,9,INDIVIDUAL,57869,2,9645,0,68494,57869,13000,54694
35000,35000, 60 months,18.99%,907.73,D,D3,Account Supervisor,10+ years,RENT,65000,Source Verified,Issued,debt_consolidation,Debt consolidation,442xx,OH,12.74,6,24513,64.30%,9,JOINT,24513,3,4086,0,38100,24513,19500,0
8000,8000, 36 months,5.32%,240.92,A,A1,Account Supervisor,10+ years,RENT,66000,Source Verified,Issued,debt_consolidation,Debt consolidation,917xx,CA,17.41,14,3254,11%,31,INDIVIDUAL,36005,8,2572,0,87246,22964,21200,41436
3625,3625, 36 months,8.24%,114,B,B1,Account Supervisor,10+ years,MORTGAGE,75000,Verified,Issued,home_improvement,Home improvement,913xx,CA,22.11,13,158796,76%,34,INDIVIDUAL,1056011,3,81231,0,1060465,22990,51640,13805
6950,6950, 36 months,12.74%,233.31,C,C1,Account Supervisor ,n/a,MORTGAGE,20844,Not Verified,Issued,debt_consolidation,Debt consolidation,705xx,LA,29.02,6,5259,32.10%,14,INDIVIDUAL,39007,1,7801,0,54264,39007,16400,37864
5000,5000, 36 months,13.99%,170.87,C,C3,Account Supervisor ,10+ years,MORTGAGE,77000,Verified,Issued,other,Other,109xx,NY,21.83,13,4369,29.70%,30,INDIVIDUAL,324768,8,27064,0,367877,53433,13100,55977
13000,13000, 36 months,8.24%,408.82,B,B1,Account Supervisor ,4 years,RENT,100000,Not Verified,Issued,credit_card,Credit card refinancing,926xx,CA,30.28,11,23516,36.70%,23,INDIVIDUAL,69670,5,6334,0,159377,69670,64100,93262
7000,7000, 36 months,6.99%,216.11,A,A2,Account supervisor ,8 years,MORTGAGE,74000,Not Verified,Current,debt_consolidation,Debt consolidation,029xx,RI,15.16,14,6535,16.80%,22,INDIVIDUAL,368310,5,26308,0,396905,99193,34900,86073
6000,6000, 36 months,8.24%,188.69,B,B1,Account Support Manager,2 years,MORTGAGE,85000,Not Verified,Issued,credit_card,Credit card refinancing,144xx,NY,22.8,18,33606,76.20%,27,INDIVIDUAL,205673,3,11426,0,214422,136317,27400,94964
35000,35000, 60 months,13.49%,805.17,C,C2,Account Tech,6 years,RENT,155000,Source Verified,Current,debt_consolidation,Debt consolidation,275xx,NC,12.03,13,35455,75.10%,23,INDIVIDUAL,70276,3,5406,0,87949,70276,33600,36369
10000,10000, 36 months,8.24%,314.48,B,B1,Account Tech,8 years,RENT,85000,Not Verified,Issued,debt_consolidation,Debt consolidation,704xx,LA,17.56,17,17248,45.80%,26,INDIVIDUAL,55408,3,3463,0,95455,55408,33300,57755
16000,16000, 36 months,5.32%,481.84,A,A1,Account Tech 2,10+ years,MORTGAGE,80000,Not Verified,Issued,debt_consolidation,Debt consolidation,184xx,PA,20.69,15,33172,40%,26,INDIVIDUAL,122301,4,8153,0,207750,62839,66950,39500
9000,9000, 36 months,11.44%,296.53,B,B4,Accountant,10+ years,OWN,80000,Source Verified,Issued,other,Other,186xx,PA,17.43,20,15798,29.40%,23,INDIVIDUAL,49016,9,2451,0,120566,40489,50100,30886
8400,8400, 36 months,10.49%,272.99,B,B2,Accountant,10+ years,MORTGAGE,135000,Verified,Issued,other,Other,801xx,CO,11.85,13,8517,28.40%,18,INDIVIDUAL,305135,7,25428,0,351896,51005,12800,49896
6500,6500, 36 months,16.99%,231.72,D,D1,Accountant,10+ years,OWN,45000,Verified,Issued,other,Other,390xx,MS,11.19,7,2908,37.80%,20,INDIVIDUAL,9599,7,1371,0,17195,9599,5800,9495
7200,7200, 36 months,11.49%,237.4,B,B5,Accountant,10+ years,RENT,50000,Verified,Issued,debt_consolidation,Debt consolidation,164xx,PA,19.66,10,3995,68.90%,17,INDIVIDUAL,24084,3,2676,0,39884,24084,5000,34084
12000,12000, 60 months,14.99%,285.42,C,C4,Accountant,10+ years,RENT,62000,Verified,Issued,debt_consolidation,Debt consolidation,927xx,CA,24.22,10,20077,83.70%,26,INDIVIDUAL,51701,4,5745,0,64757,51701,12200,40757
20000,20000, 60 months,22.74%,560.83,E,E1,Accountant,8 years,RENT,99876,Verified,Issued,debt_consolidation,Debt consolidation,921xx,CA,12.26,11,15511,50.70%,28,INDIVIDUAL,269774,6,24525,0,185468,269774,17300,154868
5600,5600, 36 months,11.49%,184.64,B,B5,Accountant,1 year,RENT,25920,Not Verified,Issued,debt_consolidation,Debt consolidation,100xx,NY,11.3,4,5601,86%,4,INDIVIDUAL,7528,1,1882,0,10228,7528,5500,3728
15000,15000, 36 months,17.99%,542.22,D,D2,Accountant,2 years,RENT,50000,Source Verified,Issued,credit_card,Credit card refinancing,021xx,MA,4.44,4,4128,19.50%,6,INDIVIDUAL,7116,2,1779,0,24700,7116,21200,3500
4325,4325, 36 months,16.99%,154.18,D,D1,Accountant,4 years,RENT,42640,Verified,Issued,other,Other,941xx,CA,11.82,3,2796,45.10%,3,INDIVIDUAL,20202,2,6734,0,26882,20202,1200,20682
13500,13500, 60 months,11.49%,296.84,B,B5,Accountant,7 years,MORTGAGE,85000,Not Verified,Issued,debt_consolidation,Debt consolidation,060xx,CT,20.26,14,59763,77.30%,33,INDIVIDUAL,282516,2,20180,0,320731,82396,23500,30000
1200,1200, 36 months,8.24%,37.74,B,B1,Accountant,9 years,MORTGAGE,60000,Not Verified,Issued,home_improvement,Home improvement,740xx,OK,23.44,14,142,0.60%,37,INDIVIDUAL,53691,1,4130,0,119518,53691,17400,95018
18000,18000, 60 months,13.49%,414.09,C,C2,Accountant,< 1 year,MORTGAGE,42000,Not Verified,Current,debt_consolidation,Debt consolidation,496xx,MI,26.03,8,9384,64.30%,22,INDIVIDUAL,90335,2,12905,0,118292,33788,6700,41052
6000,6000, 36 months,16.99%,213.89,D,D1,Accountant,10+ years,RENT,84000,Not Verified,Issued,other,Other,347xx,FL,6.81,4,8325,93%,11,INDIVIDUAL,14646,2,3661,0,16200,14646,8000,7200
20000,20000, 60 months,15.99%,486.26,C,C5,Accountant,10+ years,MORTGAGE,64000,Source Verified,Issued,debt_consolidation,Debt consolidation,210xx,MD,25.67,19,30739,59.20%,32,INDIVIDUAL,259759,5,13672,0,289465,37234,14000,10800
7200,7200, 36 months,11.39%,237.06,B,B3,Accountant,< 1 year,OWN,75000,Not Verified,Issued,debt_consolidation,Debt consolidation,070xx,NJ,9.38,21,29273,31.50%,37,INDIVIDUAL,223674,10,11184,0,292300,29273,83900,0
15000,15000, 36 months,12.74%,503.54,C,C1,Accountant,10+ years,MORTGAGE,92037,Verified,Issued,debt_consolidation,Debt consolidation,463xx,IN,33.94,10,12525,34.80%,16,INDIVIDUAL,157520,7,15752,0,204597,157520,26200,168597
4000,4000, 36 months,14.99%,138.65,C,C4,Accountant,2 years,RENT,29356,Source Verified,Issued,other,Other,921xx,CA,17.99,8,1649,10.80%,8,INDIVIDUAL,6820,6,853,0,25643,6820,10700,10343
19525,19525, 36 months,16.99%,696.03,D,D1,accountant,3 years,MORTGAGE,55000,Source Verified,Issued,debt_consolidation,Debt consolidation,731xx,OK,27.71,15,17373,65.10%,23,INDIVIDUAL,211251,6,14083,0,232367,42059,20700,30767
12000,12000, 36 months,15.99%,421.83,C,C5,accountant,4 years,MORTGAGE,55000,Source Verified,Issued,other,Other,060xx,CT,33.01,22,3634,9.50%,31,INDIVIDUAL,263736,6,11988,0,307795,84009,26100,83037
14400,14400, 60 months,16.99%,357.8,D,D1,Accountant,10+ years,OWN,30000,Not Verified,Issued,debt_consolidation,Debt consolidation,480xx,MI,14.46,5,8032,58.20%,11,INDIVIDUAL,8032,0,1606,0,13800,8032,8300,0
25000,25000, 60 months,11.44%,549.07,B,B4,accountant,3 years,OWN,125000,Not Verified,Issued,debt_consolidation,Debt consolidation,282xx,NC,14.84,25,31893,42%,34,INDIVIDUAL,81859,6,3559,0,131083,81859,48300,41000
10000,10000, 36 months,15.99%,351.53,C,C5,Accountant,n/a,MORTGAGE,30408,Verified,Issued,credit_card,Credit card refinancing,956xx,CA,36.84,11,10268,63%,23,JOINT,267896,8,24354,0,300520,14731,7900,12220
16000,16000, 36 months,7.99%,501.31,A,A5,Accountant,5 years,MORTGAGE,70000,Not Verified,Issued,debt_consolidation,Debt consolidation,058xx,VT,20.18,11,10169,50.80%,32,INDIVIDUAL,154903,6,15490,0,188837,37183,6200,48569
9000,9000, 36 months,11.49%,296.75,B,B5,Accountant,10+ years,MORTGAGE,100000,Source Verified,Issued,credit_card,Credit card refinancing,282xx,NC,12.42,16,28089,23.60%,37,INDIVIDUAL,360427,4,24028,0,455498,46064,102200,18448
20000,20000, 36 months,15.99%,703.05,C,C5,Accountant,10+ years,RENT,77000,Not Verified,Issued,credit_card,Credit card refinancing,920xx,CA,17.52,11,15794,37%,12,INDIVIDUAL,31764,3,2888,0,84182,31764,33500,41482
21050,21050, 36 months,14.99%,729.61,C,C4,Accountant,10+ years,MORTGAGE,152000,Not Verified,Issued,other,Other,182xx,PA,7.9,10,8805,61.10%,17,INDIVIDUAL,197011,5,21890,0,231282,16173,12600,32715
22500,22500, 60 months,15.99%,547.04,C,C5,Accountant,n/a,OWN,45000,Not Verified,Issued,debt_consolidation,Debt consolidation,908xx,CA,9.92,6,15174,37.40%,12,INDIVIDUAL,17120,0,2853,0,45311,17120,37600,4711
12000,12000, 36 months,7.49%,373.22,A,A4,Accountant,1 year,MORTGAGE,65000,Source Verified,Issued,debt_consolidation,Debt consolidation,750xx,TX,20.11,11,4853,20.30%,29,INDIVIDUAL,252145,3,25215,0,294920,45476,14600,59359
7600,7600, 36 months,7.24%,235.51,A,A3,Accountant,3 years,RENT,125000,Not Verified,Issued,debt_consolidation,Debt consolidation,191xx,PA,16.18,15,12937,67%,26,INDIVIDUAL,71246,8,4749,0,91625,71246,10700,65367
5500,5500, 36 months,11.39%,181.09,B,B3,Accountant,10+ years,RENT,110000,Not Verified,Issued,debt_consolidation,Debt consolidation,970xx,OR,5.44,6,6142,42.70%,8,INDIVIDUAL,19732,3,3289,0,32364,19732,8100,17964
18500,18500, 36 months,7.24%,573.26,A,A3,Accountant,2 years,MORTGAGE,60000,Not Verified,Issued,debt_consolidation,Debt consolidation,199xx,DE,9.56,5,14809,40%,24,INDIVIDUAL,268021,3,53604,0,291079,50725,37000,34044
6000,6000, 36 months,7.99%,188,A,A5,Accountant,8 years,MORTGAGE,70000,Verified,Issued,debt_consolidation,Debt consolidation,939xx,CA,10.17,11,4519,24.30%,25,INDIVIDUAL,153103,0,13918,0,200773,12492,12900,26113
15000,15000, 60 months,16.99%,372.71,D,D1,Accountant,3 years,MORTGAGE,60000,Not Verified,Issued,debt_consolidation,Debt consolidation,232xx,VA,4.54,8,2247,16.30%,12,INDIVIDUAL,146748,8,18344,0,167555,3222,5900,3623
15000,15000, 36 months,7.49%,466.53,A,A4,Accountant,< 1 year,RENT,65000,Not Verified,Issued,credit_card,Credit card refinancing,180xx,PA,12.44,9,13954,35%,21,INDIVIDUAL,21368,3,2374,0,54964,21368,17200,14864
15000,15000, 36 months,8.24%,471.71,B,B1,Accountant,6 years,RENT,80000,Not Verified,Issued,debt_consolidation,Debt consolidation,939xx,CA,9.56,9,35114,73.20%,12,INDIVIDUAL,35114,0,4389,0,48000,35114,13800,0
8000,8000, 36 months,11.39%,263.39,B,B3,Accountant,n/a,OWN,30000,Verified,Issued,credit_card,Credit card refinancing,320xx,FL,31.84,10,10230,54.40%,27,INDIVIDUAL,26116,4,2612,0,47395,26116,6500,28595
10750,10750, 36 months,8.24%,338.06,B,B1,Accountant,10+ years,MORTGAGE,85000,Source Verified,Issued,credit_card,Credit card refinancing,945xx,CA,20.06,18,24116,42.90%,30,INDIVIDUAL,452720,6,25151,0,500504,38244,32100,27304
21000,21000, 36 months,10.49%,682.46,B,B2,Accountant,7 years,MORTGAGE,100000,Source Verified,Issued,debt_consolidation,Debt consolidation,606xx,IL,20.87,23,20870,40%,35,INDIVIDUAL,414072,4,18821,0,422073,118193,30290,50722
4200,4200, 36 months,5.32%,126.49,A,A1,Accountant,3 years,MORTGAGE,100500,Not Verified,Issued,debt_consolidation,Debt consolidation,774xx,TX,9.25,14,8219,6.80%,26,INDIVIDUAL,301165,5,21512,0,440583,18435,100000,23883
23000,23000, 60 months,13.99%,535.06,C,C3,Accountant,10+ years,MORTGAGE,100000,Not Verified,Issued,debt_consolidation,Debt consolidation,064xx,CT,11.53,25,19648,65.30%,40,INDIVIDUAL,346547,9,15067,0,359430,252022,23400,221698
8000,8000, 36 months,11.49%,263.78,B,B5,Accountant,10+ years,MORTGAGE,71000,Source Verified,Issued,debt_consolidation,Debt consolidation,760xx,TX,13.29,12,2725,18.20%,18,INDIVIDUAL,190191,5,15849,0,208788,36614,2700,38888
16000,16000, 36 months,6.99%,493.97,A,A2,Accountant,5 years,MORTGAGE,73000,Not Verified,Issued,debt_consolidation,Debt consolidation,481xx,MI,10.27,21,2366,5.70%,49,INDIVIDUAL,266936,13,13347,0,309365,71379,27200,66865
15000,15000, 60 months,7.99%,304.08,A,A5,Accountant,10+ years,MORTGAGE,100000,Not Verified,Issued,medical,Medical expenses,593xx,MT,22.38,11,10569,5.70%,21,INDIVIDUAL,50434,1,4585,0,158480,50434,51100,105380
3000,3000, 36 months,12.74%,100.71,C,C1,Accountant,3 years,RENT,32000,Source Verified,Issued,debt_consolidation,Debt consolidation,331xx,FL,20.52,7,4056,22.20%,7,INDIVIDUAL,11833,5,1690,0,33036,11833,11000,14736
20400,20400, 36 months,7.24%,632.14,A,A3,ACCOUNTANT,10+ years,MORTGAGE,75000,Source Verified,Issued,credit_card,Credit card refinancing,327xx,FL,13.22,13,17808,30.50%,28,INDIVIDUAL,297720,4,22902,0,355833,35828,29800,22933
4000,4000, 36 months,11.39%,131.7,B,B3,Accountant,2 years,OWN,26000,Source Verified,Issued,credit_card,Credit card refinancing,321xx,FL,9.05,8,3494,39.30%,37,INDIVIDUAL,74141,6,9268,0,72661,74141,4300,63761
6000,6000, 36 months,13.49%,203.59,C,C2,Accountant,10+ years,RENT,28900,Verified,Issued,debt_consolidation,Debt consolidation,473xx,IN,12.87,8,2476,39.30%,24,INDIVIDUAL,6080,6,869,0,11300,6080,1700,5000
8000,8000, 36 months,7.49%,248.82,A,A4,Accountant,4 years,MORTGAGE,65000,Not Verified,Issued,debt_consolidation,Debt consolidation,433xx,OH,16.4,9,5024,38.40%,12,INDIVIDUAL,177551,5,19728,0,205112,22442,11500,33543
12000,12000, 36 months,12.74%,402.83,C,C1,Accountant,3 years,RENT,56000,Source Verified,Issued,debt_consolidation,Debt consolidation,330xx,FL,5.64,6,6578,45.70%,7,INDIVIDUAL,6578,2,1096,0,14400,6578,8200,0
7000,7000, 36 months,7.24%,216.91,A,A3,Accountant,10+ years,OWN,51000,Source Verified,Issued,debt_consolidation,Debt consolidation,386xx,MS,11.25,22,21360,26%,39,INDIVIDUAL,55271,6,2909,0,139500,21360,47500,0
3000,3000, 36 months,7.49%,93.31,A,A4,Accountant,8 years,RENT,30000,Verified,Issued,credit_card,Credit card refinancing,129xx,NY,15.96,10,5459,20.30%,22,INDIVIDUAL,13206,2,1321,0,39314,13206,20800,12414
40000,40000, 60 months,11.49%,879.51,B,B5,Accountant,< 1 year,MORTGAGE,70000,Source Verified,Issued,debt_consolidation,Debt consolidation,641xx,MO,28.49,11,28514,68.40%,19,JOINT,226660,2,20605,0,276202,61057,20300,54914
4000,4000, 36 months,11.44%,131.79,B,B4,Accountant,4 years,MORTGAGE,50000,Source Verified,Issued,debt_consolidation,Debt consolidation,785xx,TX,13.87,9,5301,49.50%,15,INDIVIDUAL,94686,8,10521,0,118756,13651,7000,24106
19900,19900, 60 months,16.99%,494.46,D,D1,Accountant,2 years,MORTGAGE,44000,Not Verified,Issued,credit_card,Credit card refinancing,307xx,GA,27.5,10,16582,61%,20,INDIVIDUAL,34326,0,3814,0,76123,34326,19000,48923
10000,10000, 60 months,12.74%,226.21,C,C1,Accountant,9 years,MORTGAGE,67000,Verified,Issued,major_purchase,Major purchase,336xx,FL,19.4,12,8712,26.40%,28,INDIVIDUAL,26719,4,2227,0,57767,26719,27300,24767
13300,13300, 60 months,28.69%,419.67,F,F1,Accountant,2 years,RENT,50000,Not Verified,Issued,debt_consolidation,Debt consolidation,760xx,TX,21.29,5,4243,46.60%,8,INDIVIDUAL,38623,5,7725,0,47038,38623,3800,37938
12000,12000, 36 months,5.32%,361.38,A,A1,Accountant,10+ years,MORTGAGE,90000,Source Verified,Issued,debt_consolidation,Debt consolidation,958xx,CA,21.76,13,26144,40.70%,23,INDIVIDUAL,409116,4,31470,0,485826,58431,54300,64526
35000,35000, 36 months,7.49%,1088.56,A,A4,Accountant,10+ years,MORTGAGE,95000,Verified,Issued,debt_consolidation,Debt consolidation,038xx,NH,30.36,18,39227,48.40%,53,INDIVIDUAL,179731,6,9985,0,218486,179731,64400,137486
31675,31675, 60 months,16.99%,787.04,D,D1,ACCOUNTANT,10+ years,MORTGAGE,235000,Source Verified,Issued,debt_consolidation,Debt consolidation,953xx,CA,8.66,11,7975,77.40%,13,JOINT,407532,4,37048,0,456933,66398,6400,78329
15000,15000, 60 months,11.44%,329.44,B,B4,Accountant,1 year,RENT,80000,Verified,Issued,credit_card,Credit card refinancing,786xx,TX,10.58,6,4229,20.60%,17,INDIVIDUAL,40094,2,6682,0,56557,40094,14300,36057
15600,15600, 60 months,15.99%,379.28,C,C5,accountant,5 years,RENT,60000,Source Verified,Issued,credit_card,Credit card refinancing,190xx,PA,21.86,6,16142,54.40%,9,INDIVIDUAL,46828,4,7805,0,72174,46828,18600,42474
30500,30500, 36 months,11.49%,1005.63,B,B5,Accountant,< 1 year,MORTGAGE,61000,Verified,Issued,debt_consolidation,Debt consolidation,640xx,MO,10.92,4,9590,61.90%,7,INDIVIDUAL,13922,0,3481,0,30061,13922,6800,14561
12000,12000, 60 months,13.99%,279.16,C,C3,Accountant,< 1 year,OWN,60000,Verified,Current,credit_card,Credit card refinancing,117xx,NY,5.92,3,8306,85.60%,5,INDIVIDUAL,8306,0,2769,0,9700,8306,9700,0
5000,5000, 36 months,12.74%,167.85,C,C1,Accountant,10+ years,MORTGAGE,62000,Not Verified,Issued,credit_card,Credit card refinancing,440xx,OH,27.49,28,27890,43.60%,35,INDIVIDUAL,117959,8,4213,0,193170,35799,29300,24613
9600,9600, 36 months,18.99%,351.85,D,D3,Accountant,3 years,RENT,35000,Verified,Issued,debt_consolidation,Debt consolidation,895xx,NV,8.92,5,10560,30.40%,5,INDIVIDUAL,29350,1,5870,0,53050,29350,33900,18350
10000,10000, 60 months,13.49%,230.05,C,C2,Accountant,3 years,MORTGAGE,90000,Not Verified,Issued,debt_consolidation,Debt consolidation,372xx,TN,33,23,40801,56.30%,47,INDIVIDUAL,305225,6,13874,0,377117,134317,35100,127649
3000,3000, 36 months,11.49%,98.92,B,B5,Accountant,n/a,OWN,12000,Verified,Issued,other,Other,335xx,FL,22.3,12,2750,16.40%,16,INDIVIDUAL,2750,2,229,0,16900,2750,9900,0
2500,2500, 36 months,13.99%,85.44,C,C3,Accountant,10+ years,OWN,30000,Source Verified,Issued,debt_consolidation,Debt consolidation,724xx,AR,1.64,3,1459,41.70%,12,INDIVIDUAL,123000,1,41000,0,145002,1459,3500,0
25000,25000, 60 months,12.74%,565.51,C,C1,Accountant,10+ years,MORTGAGE,73707,Not Verified,Issued,credit_card,Credit card refinancing,945xx,CA,12.59,14,25669,61.90%,26,INDIVIDUAL,158720,4,13227,0,335500,25669,38400,0
20000,20000, 36 months,16.99%,712.96,D,D1,Accountant,3 years,RENT,50000,Source Verified,Issued,credit_card,Credit card refinancing,330xx,FL,18.99,8,22295,47%,13,INDIVIDUAL,30848,2,3856,0,61522,30848,41600,14122
6000,6000, 36 months,7.24%,185.93,A,A3,Accountant,7 years,OWN,52000,Verified,Issued,credit_card,Credit card refinancing,324xx,FL,21.23,9,3484,30.80%,22,INDIVIDUAL,54645,4,6831,0,73852,54645,2800,62552
16000,16000, 36 months,8.24%,503.16,B,B1,Accountant,9 years,MORTGAGE,98000,Source Verified,Issued,credit_card,Credit card refinancing,891xx,NV,10.29,8,5491,66%,16,INDIVIDUAL,288098,4,36012,0,324037,27525,8000,30737
4800,4800, 36 months,6.99%,148.19,A,A2,Accountant,10+ years,RENT,49202,Source Verified,Issued,other,Other,326xx,FL,5.43,7,5231,18.20%,12,INDIVIDUAL,6059,2,1010,0,30100,6059,24200,1400
9600,9600, 36 months,10.49%,311.98,B,B2,Accountant,10+ years,OWN,185000,Verified,Issued,home_improvement,Home improvement,770xx,TX,18.44,29,53739,84%,42,INDIVIDUAL,353510,4,12190,0,484576,72402,39500,47835
34000,34000, 36 months,12.74%,1141.35,C,C1,Accountant,10+ years,OWN,97000,Verified,Issued,debt_consolidation,Debt consolidation,287xx,NC,13.92,11,26684,62.80%,34,INDIVIDUAL,47727,4,4773,0,75115,47727,38100,32615
5600,5600, 36 months,11.39%,184.38,B,B3,Accountant,5 years,RENT,40040,Verified,Issued,debt_consolidation,Debt consolidation,180xx,PA,30.46,14,8187,33%,41,INDIVIDUAL,32296,6,2306,0,52195,32296,18050,27655
2500,2500, 36 months,19.99%,92.9,D,D4,Accountant,n/a,RENT,30948,Not Verified,Issued,medical,Medical expenses,855xx,AZ,24.93,10,453,3.90%,35,INDIVIDUAL,13262,8,1474,0,35910,13262,2000,24410
6000,6000, 36 months,23.99%,235.37,E,E2,Accountant,8 years,RENT,96800,Source Verified,Issued,debt_consolidation,Debt consolidation,917xx,CA,19.94,12,6022,62.10%,16,INDIVIDUAL,60284,8,5024,0,93136,60284,8000,82796
21600,21600, 36 months,7.99%,676.77,A,A5,accountant,< 1 year,MORTGAGE,66000,Not Verified,Issued,debt_consolidation,Debt consolidation,481xx,MI,19.12,9,10015,20.30%,24,INDIVIDUAL,136809,2,15201,0,209200,28214,22400,32000
